"","R","SPT","SEX","AGE","MARITAL","RACE1","RACE2","RACE3","EDU1","EDU2","EDU3","EDU4","INCOME","EXPEND","NWORTH"
"833",1,1,2,-1.98358499756454,5,1,0,0,0,1,0,0,1.66127106107412,-0.464074568913623,-9.21034037197618
"834",1,1,2,1.21641500243546,1,1,0,0,1,0,0,0,-0.27049724769768,-2.95555048392116,-9.21034037197618
"835",1,0,1,-1.78358499756454,2,1,0,0,0,0,0,1,2.36085400111802,-1.06240090670554,-9.21034037197618
"836",1,0,1,-0.78358499756454,1,1,0,0,0,0,1,0,1.90954250488444,-0.111676720951794,-9.21034037197618
"838",1,1,1,-1.68358499756454,1,1,0,0,0,1,0,0,1.77495235091167,-0.554342217682763,-9.21034037197618
"839",1,0,2,1.41641500243546,5,1,0,0,1,0,0,0,-0.406465608441748,-3.75501925661848,-9.21034037197618
"841",1,1,1,-2.28358499756454,1,1,0,0,0,0,1,0,1.50407739677627,-1.52970294441525,-9.21034037197618
"844",1,0,2,-0.78358499756454,4,1,0,0,1,0,0,0,0.336472236621213,-1.00881728955189,-9.21034037197618
"845",1,1,1,-0.983584997564539,1,0,1,0,0,1,0,0,2.23001440015921,0.463230744958307,-9.21034037197618
"846",1,0,1,-1.58358499756454,1,1,0,0,0,0,0,1,1.82511364890079,-1.24923171073155,-9.21034037197618
"848",1,0,2,1.11641500243546,5,0,1,0,0,1,0,0,-0.774791169600456,-3.42201241927275,-9.21034037197618
"850",1,1,1,0.816415002435461,1,1,0,0,1,0,0,0,1.1314021114911,-0.768301854160706,-9.21034037197618
"851",1,0,2,-2.18358499756454,5,0,0,1,0,0,1,0,-0.105360515657826,-0.0861844462638336,-9.21034037197618
"852",1,0,2,-2.38358499756454,1,1,0,0,0,0,0,1,1.69064916785892,-0.208131793693772,-9.21034037197618
"854",1,0,1,-0.58358499756454,1,1,0,0,0,1,0,0,0.78845736036427,-2.3367452643158,-9.21034037197618
"855",1,0,1,-1.08358499756454,1,1,0,0,0,1,0,0,0.27763173659828,-0.904423921809321,-9.21034037197618
"856",1,0,2,-0.683584997564539,3,1,0,0,0,0,1,0,0.898534010284896,-0.825308084162284,-9.21034037197618
"858",1,1,1,-1.68358499756454,1,0,0,1,0,0,0,1,0.470003629245736,-1.37199705641907,-9.21034037197618
"859",1,0,2,0.616415002435461,3,1,0,0,0,0,1,0,1.10608430350681,0.496888958027118,-9.21034037197618
"860",1,0,2,-1.58358499756454,1,0,1,0,1,0,0,0,0.470003629245736,-0.679638830535153,-9.21034037197618
"861",1,1,1,-1.38358499756454,1,1,0,0,0,1,0,0,0.841567185678219,-0.507497833673316,-9.21034037197618
"862",1,0,1,-0.183584997564539,1,1,0,0,0,0,0,1,1.42098560090982,-0.736890103507864,-9.21034037197618
"863",1,0,2,-1.98358499756454,3,1,0,0,0,1,0,0,0.147557564357615,-2.59594994858132,-9.21034037197618
"865",1,0,1,-1.78358499756454,1,0,1,0,0,1,0,0,0.858661619037519,-0.827364522679754,-9.21034037197618
"866",1,0,2,0.116415002435461,1,1,0,0,0,0,0,1,2.34180580614733,-0.881265514247586,-9.21034037197618
"867",1,0,1,-1.88358499756454,1,1,0,0,1,0,0,0,-4.19970507787993,-1.23903019614134,-9.21034037197618
"869",1,1,2,-0.78358499756454,3,1,0,0,0,0,0,1,0.712949807856125,-0.77146915454522,-9.21034037197618
"870",1,1,1,-0.383584997564539,1,1,0,0,0,0,1,0,2.72405477524393,0.172773552663202,-9.21034037197618
"871",1,0,1,-1.38358499756454,1,1,0,0,0,1,0,0,1.82454929205105,-0.59538546277745,-9.21034037197618
"872",1,1,2,-0.983584997564539,4,1,0,0,0,1,0,0,0.559615787935423,-1.51284069757846,-9.21034037197618
"873",1,1,1,-1.78358499756454,1,1,0,0,0,1,0,0,1.48160454092422,-1.43860573146568,-9.21034037197618
"874",1,0,1,0.21641500243546,1,1,0,0,0,1,0,0,1.25119030393505,-0.385588954103375,-9.21034037197618
"875",1,1,1,-0.58358499756454,5,1,0,0,0,1,0,0,1.09861228866811,-0.673687749403726,-9.21034037197618
"877",1,0,1,-1.58358499756454,1,1,0,0,0,0,0,1,2.19722457733622,1.32513235446934,-9.21034037197618
"878",1,1,2,-1.38358499756454,1,1,0,0,0,0,1,0,1.66981779842281,-0.0334275261125185,-9.21034037197618
"879",1,1,1,-0.883584997564539,1,1,0,0,0,0,1,0,1.79175946922805,-0.0293773187106767,-9.21034037197618
"883",1,0,2,-2.08358499756454,5,1,0,0,0,0,0,1,1.3609765531356,-0.970219073899711,-9.21034037197618
"885",1,1,1,-1.48358499756454,1,1,0,0,0,1,0,0,1.48160454092422,-0.749470641893302,-9.21034037197618
"886",1,0,1,-0.883584997564539,1,1,0,0,1,0,0,0,0.741937344729377,-1.98050159382493,-9.21034037197618
"888",1,0,2,0.116415002435461,5,1,0,0,0,0,1,0,1.09861228866811,-1.50740795192277,-9.21034037197618
"889",1,1,1,-1.58358499756454,5,1,0,0,0,0,1,0,-2.99573227355399,-2.41696762940711,-9.21034037197618
"891",1,1,2,0.016415002435461,4,0,1,0,0,0,0,1,1.43508452528932,-0.485699495401065,-9.21034037197618
"894",1,0,1,-1.48358499756454,1,1,0,0,0,0,0,1,1.83258146374831,-0.02081513971392,-9.21034037197618
"898",1,1,2,-1.28358499756454,1,1,0,0,0,1,0,0,2.25654115449264,0.387012569032602,-9.21034037197618
"901",1,1,1,-1.88358499756454,1,1,0,0,0,0,1,0,1.48160454092422,-0.527406784561848,-9.21034037197618
"902",1,0,2,-0.483584997564539,3,1,0,0,0,0,1,0,1.01667890590542,-1.54497750372223,-9.21034037197618
"904",1,1,2,-1.08358499756454,1,1,0,0,0,1,0,0,1.48613969608961,-0.384560147428268,-9.21034037197618
"905",1,1,2,0.91641500243546,3,1,0,0,0,0,1,0,1.62963261971962,-0.448200384911215,-9.21034037197618
"906",1,1,2,1.51641500243546,5,0,1,0,1,0,0,0,-1.71479842809193,-2.23368114546071,-9.21034037197618
"907",1,0,2,-1.48358499756454,1,1,0,0,0,0,0,1,1.98787434815435,-1.07384649826749,-9.21034037197618
"908",1,0,2,-1.38358499756454,3,1,0,0,0,0,1,0,0.418710334858185,-0.697757793117629,-9.21034037197618
"909",1,0,1,0.016415002435461,3,1,0,0,0,0,1,0,1.01160091167848,-2.0767784508561,-9.21034037197618
"910",1,0,2,0.41641500243546,3,1,0,0,0,0,0,1,1.69186546640741,-0.294449358969828,-9.21034037197618
"911",1,0,1,-0.983584997564539,1,1,0,0,0,0,1,0,2.24070968927596,-0.360682965336271,-9.21034037197618
"912",1,0,2,-0.28358499756454,1,1,0,0,0,0,0,1,1.99238470911166,-0.120160463249092,-9.21034037197618
"913",1,1,2,-2.18358499756454,5,1,0,0,0,0,1,0,1.04313481419882,-1.35124900650293,-9.21034037197618
"914",1,0,1,-0.383584997564539,5,1,0,0,0,0,1,0,0.53062825106217,-0.901706278932724,-9.21034037197618
"916",1,1,1,0.41641500243546,1,1,0,0,0,1,0,0,1.62373521713492,-0.22092725910518,-9.21034037197618
"917",1,0,1,-1.48358499756454,1,1,0,0,1,0,0,0,0.811818710277444,-2.0542287132057,-9.21034037197618
"918",1,1,1,0.316415002435461,3,1,0,0,0,1,0,0,1.88706964903238,-0.271830600175208,-9.21034037197618
"919",1,1,2,-0.383584997564539,2,1,0,0,0,0,0,1,2.32434658477556,1.02958370225767,-9.21034037197618
"920",1,1,1,-0.78358499756454,1,1,0,0,0,0,1,0,1.7227665977411,0.404497973917958,-9.21034037197618
"921",1,1,1,-1.28358499756454,1,1,0,0,0,0,1,0,1.91985947185537,-0.0774751732794114,-9.21034037197618
"922",1,0,1,-1.98358499756454,1,1,0,0,0,0,1,0,0.408792898200839,-1.96867563749284,-9.21034037197618
"924",1,1,1,-1.58358499756454,1,1,0,0,1,0,0,0,1.50407739677627,-1.03212254739928,-9.21034037197618
"925",1,0,2,1.21641500243546,1,1,0,0,1,0,0,0,-0.693147180559945,-1.52474448230883,-9.21034037197618
"927",1,0,2,-0.383584997564539,3,0,1,0,0,0,1,0,1.45395300959371,0.0403979046068388,-9.21034037197618
"928",1,1,1,-1.48358499756454,1,1,0,0,0,0,0,1,1.87189448033381,0.132365087755336,-9.21034037197618
"931",1,0,2,-2.38358499756454,5,0,1,0,0,1,0,0,-0.385662480811985,-0.841357207725132,-9.21034037197618
"933",1,1,1,-0.0835849975645395,2,0,0,1,1,0,0,0,1.45861502269952,-1.7196713928338,-9.21034037197618
"934",1,0,2,-0.383584997564539,1,1,0,0,0,0,1,0,1.50185270175416,-1.60469915808693,-9.21034037197618
"935",1,0,1,-1.78358499756454,1,1,0,0,1,0,0,0,0.470003629245736,-1.70925824771631,-9.21034037197618
"936",1,0,2,-1.78358499756454,4,1,0,0,1,0,0,0,1.09861228866811,-0.289851089736621,-9.21034037197618
"937",1,1,1,-2.28358499756454,1,1,0,0,0,0,1,0,0.27763173659828,-1.82026185027902,-9.21034037197618
"938",1,1,1,-0.983584997564539,3,1,0,0,0,1,0,0,0.587786664902119,-1.56426537924604,-9.21034037197618
"939",1,0,1,-1.18358499756454,4,0,1,0,0,0,0,1,2.01490302054226,-0.755554640688562,-9.21034037197618
"941",1,0,1,-2.18358499756454,5,1,0,0,0,0,1,0,0.231111720963387,-2.49839719942722,-9.21034037197618
"942",1,0,2,-1.58358499756454,1,1,0,0,1,0,0,0,-0.478035800943,-2.59449837105099,-9.21034037197618
"943",1,1,1,0.516415002435461,1,1,0,0,0,1,0,0,2.12644439527517,-0.925709953790647,-9.21034037197618
"944",1,0,2,-0.183584997564539,1,1,0,0,0,0,0,1,1.48160454092422,-1.57009701419564,-9.21034037197618
"945",1,0,1,-1.08358499756454,3,1,0,0,0,1,0,0,0.78845736036427,-2.24156835982802,-9.21034037197618
"947",1,1,2,0.41641500243546,1,1,0,0,1,0,0,0,0.0260575343192896,-1.09713837541211,-9.21034037197618
"950",1,0,1,0.116415002435461,1,1,0,0,0,0,0,1,2.48578126719866,1.0760854540865,-9.21034037197618
"951",1,1,2,-0.0835849975645395,5,1,0,0,0,0,0,1,1.3609765531356,-0.210690167594411,-9.21034037197618
"953",1,0,1,-1.28358499756454,1,1,0,0,0,0,0,1,1.6094379124341,0.421961622636627,-9.21034037197618
"955",1,1,1,-1.38358499756454,1,1,0,0,0,0,0,1,1.92861865194525,-1.51386263140857,-9.21034037197618
"957",1,0,1,1.01641500243546,1,1,0,0,0,0,1,0,1.79225934426971,0.699849668619618,-9.21034037197618
"960",1,0,1,0.016415002435461,1,1,0,0,0,0,1,0,1.10240508690681,-0.976195551872586,-9.21034037197618
"961",1,0,1,-0.383584997564539,1,1,0,0,1,0,0,0,1.29691654996867,-0.502003536400937,-9.21034037197618
"964",1,0,1,-1.68358499756454,3,1,0,0,0,0,1,0,1.25276296849537,-0.822534781986923,-9.21034037197618
"967",1,0,2,0.016415002435461,1,0,1,0,1,0,0,0,-1.10866262452161,-0.397087795978712,-9.21034037197618
"969",1,0,1,-0.58358499756454,1,1,0,0,0,0,0,1,2.73436750941958,0.777281506136735,-9.21034037197618
"970",1,1,1,-1.68358499756454,5,1,0,0,0,0,0,1,1.22082992139236,-0.837133031088327,-9.21034037197618
"971",1,0,1,0.816415002435461,1,1,0,0,0,1,0,0,1.30562645805244,-0.13551862300236,-9.21034037197618
"973",1,1,1,-1.68358499756454,5,0,0,1,0,0,0,1,0.470003629245736,-0.282230293773536,-9.21034037197618
"974",1,0,1,-1.48358499756454,1,1,0,0,0,0,0,1,2.21484617868604,-0.198796522821388,-9.21034037197618
"975",1,1,1,-0.483584997564539,1,0,0,1,0,1,0,0,1.7227665977411,-0.107557371423801,-9.21034037197618
"976",1,1,1,-0.183584997564539,1,1,0,0,0,1,0,0,1.1575099299156,-0.673001474866987,-9.21034037197618
"977",1,0,2,-0.683584997564539,1,1,0,0,0,0,1,0,-5.29831736654804,-1.43045525690566,-9.21034037197618
"978",1,1,1,-0.683584997564539,1,1,0,0,0,0,1,0,1.70656462316482,-1.32413367729804,-9.21034037197618
"979",1,0,1,-2.38358499756454,5,0,0,1,0,0,0,1,1.82454929205105,-0.279482448108827,-9.21034037197618
"980",1,1,1,0.116415002435461,1,1,0,0,0,0,1,0,1.81752467711408,-0.686118599010848,-9.21034037197618
"981",1,1,1,0.016415002435461,1,1,0,0,0,0,0,1,2.21920348405499,0.714394841722976,-9.21034037197618
"982",1,0,1,1.51641500243546,1,1,0,0,0,0,1,0,2.01406266754457,-1.21976349023226,-9.21034037197618
"983",1,0,2,0.21641500243546,3,1,0,0,0,1,0,0,1.04380405217311,-1.47881179227956,-9.21034037197618
"984",1,0,2,-1.08358499756454,4,0,0,1,0,0,0,1,1.08518926833597,-0.406953715534624,-9.21034037197618
"985",1,0,1,-0.78358499756454,1,1,0,0,0,1,0,0,-0.243728984923318,-2.08497683317851,-9.21034037197618
"987",1,1,1,0.516415002435461,1,1,0,0,0,1,0,0,-0.0304592074847086,-1.24577906780222,-9.21034037197618
"988",1,0,1,-1.08358499756454,1,1,0,0,0,1,0,0,1.46209732453539,-1.30317944213945,-9.21034037197618
"989",1,0,2,-1.28358499756454,1,0,1,0,0,0,0,1,1.94591014905531,-1.38456254158539,-9.21034037197618
"992",1,1,1,1.31641500243546,1,1,0,0,0,0,1,0,1.06353763538462,0.539626859514838,-9.21034037197618
"993",1,0,2,0.116415002435461,1,0,1,0,0,0,0,1,0.182321556793955,-0.940455358873453,-9.21034037197618
"994",1,0,2,0.71641500243546,1,1,0,0,0,0,0,1,1.86252854011626,0.0524616730672759,-9.21034037197618
"995",1,0,1,0.316415002435461,3,1,0,0,0,1,0,0,0.936093359170335,-1.01053273238517,-9.21034037197618
"996",1,1,1,-1.88358499756454,5,1,0,0,0,0,1,0,0.22314355131421,-1.16994719701214,-9.21034037197618
"998",1,1,2,0.21641500243546,1,1,0,0,0,0,0,1,2.04122032885964,-1.33874305926167,-9.21034037197618
"999",1,1,2,-1.18358499756454,5,1,0,0,0,0,1,0,0.182321556793955,-1.42586713623971,-9.21034037197618
"1000",1,0,1,0.41641500243546,1,1,0,0,0,0,1,0,2.56581821066848,0.249421895236117,-9.21034037197618
"1002",1,1,1,0.41641500243546,1,1,0,0,0,0,0,1,-0.967057848927808,0.239207173705982,-9.21034037197618
"1003",1,0,2,1.11641500243546,2,0,0,1,1,0,0,0,0.818457371525392,-1.9404915462357,-9.21034037197618
"1005",1,0,2,0.21641500243546,3,0,1,0,0,1,0,0,-2.19283422903493,-1.23292112628183,-9.21034037197618
"1006",1,1,1,0.816415002435461,3,1,0,0,0,1,0,0,1.30833281965018,-1.12305869182051,-9.21034037197618
"1009",1,0,1,-0.883584997564539,1,1,0,0,0,1,0,0,1.55180879959746,0.449426425792883,-9.21034037197618
"1011",1,1,1,-1.38358499756454,1,0,1,0,0,1,0,0,1.9139771019523,-1.23735724834552,-9.21034037197618
"1013",1,1,1,0.616415002435461,1,1,0,0,0,0,0,1,1.97408102602201,0.171316784129031,-9.21034037197618
"1016",1,0,1,-0.483584997564539,1,1,0,0,0,1,0,0,1.87711113632756,-0.411583789116342,-9.21034037197618
"1017",1,1,1,-1.08358499756454,1,1,0,0,0,1,0,0,1.04731899428056,-0.168034110185885,-9.21034037197618
"1018",1,1,2,-0.28358499756454,1,0,1,0,0,1,0,0,-0.457916968110589,-2.02672257205036,-9.21034037197618
"1021",1,1,1,-0.78358499756454,1,1,0,0,0,0,1,0,1.30833281965018,-0.729396313235066,-9.21034037197618
"1022",1,1,2,-1.38358499756454,1,1,0,0,0,0,1,0,1.16315080980568,0.237756263682055,-9.21034037197618
"1024",1,0,2,-0.58358499756454,3,0,1,0,0,0,1,0,-0.267879445155601,-0.921805912562265,-9.21034037197618
"1025",1,0,2,-0.58358499756454,3,1,0,0,0,0,1,0,1.18172719537862,-1.51480978335532,-9.21034037197618
"1027",1,1,1,0.21641500243546,3,0,0,1,0,0,1,0,-0.274963300044006,-1.22573567364173,-9.21034037197618
"1029",1,1,1,-2.08358499756454,2,0,1,0,1,0,0,0,0.347694742357952,-1.15982833534175,-9.21034037197618
"1030",1,1,1,-0.983584997564539,1,1,0,0,0,0,0,1,2.52572864430826,0.706696522246541,-9.21034037197618
"1031",1,0,1,0.41641500243546,1,1,0,0,0,1,0,0,1.94017947434633,-0.222768621609137,-9.21034037197618
"1032",1,1,2,-1.08358499756454,5,1,0,0,1,0,0,0,-0.916290731874155,-3.09114245835865,-9.21034037197618
"1033",1,0,1,-0.483584997564539,1,1,0,0,0,0,0,1,2.09217265603357,0.281393591335656,-9.21034037197618
"1034",1,1,1,-1.88358499756454,5,0,0,1,0,0,0,1,1.82937633279936,-0.946363416130448,-9.21034037197618
"1036",1,0,1,1.01641500243546,1,1,0,0,1,0,0,0,-4.38202663467388,-0.734802855828778,-9.21034037197618
"1037",1,0,2,-0.983584997564539,5,1,0,0,0,0,1,0,0.587786664902119,-1.48379694248113,-9.21034037197618
"1038",1,1,1,-0.683584997564539,4,1,0,0,0,1,0,0,1.98375629154543,0.415266913080425,-9.21034037197618
"1039",1,1,2,-2.28358499756454,1,1,0,0,1,0,0,0,1.29198368164865,-1.11784608797761,-9.21034037197618
"1040",1,0,1,0.41641500243546,1,0,1,0,0,0,1,0,2.16332302566054,-0.427761837994039,-9.21034037197618
"1041",1,1,1,1.41641500243546,1,1,0,0,1,0,0,0,1.92062164467097,-1.4486947111088,-9.21034037197618
"1042",1,1,1,-0.0835849975645395,1,1,0,0,0,0,0,1,1.52605630349505,-1.6551765048882,-9.21034037197618
"1043",1,1,1,-0.383584997564539,1,1,0,0,0,0,1,0,2.79190103327215,0.432701909146925,-9.21034037197618
"1044",1,1,1,0.91641500243546,1,1,0,0,1,0,0,0,1.33500106673234,-0.406294001545432,-9.21034037197618
"1047",1,0,2,-1.38358499756454,3,1,0,0,0,0,1,0,1.61938824328727,0.203450917968474,-9.21034037197618
"1049",1,1,2,-1.28358499756454,2,1,0,0,1,0,0,0,0.392717535285662,-1.47083607750605,-9.21034037197618
"1050",1,1,1,-1.28358499756454,1,1,0,0,0,1,0,0,1.66770682055808,-1.10475611336697,-9.21034037197618
"1051",1,1,1,0.816415002435461,1,1,0,0,0,1,0,0,1.7227665977411,-1.79291013098545,-9.21034037197618
"1052",1,1,2,-1.88358499756454,5,0,1,0,0,1,0,0,0.347835995271528,-0.681712802934282,-9.21034037197618
"1054",1,0,2,-0.983584997564539,4,0,1,0,1,0,0,0,0.587786664902119,-0.831432713364288,-9.21034037197618
"1055",1,1,2,-1.08358499756454,1,1,0,0,0,0,0,1,2.25507411032299,-0.971649304635532,-9.21034037197618
"1056",1,0,1,-0.183584997564539,1,1,0,0,0,0,1,0,1.38629436111989,-2.17734839392183,-9.21034037197618
"1059",1,0,2,-1.98358499756454,5,0,1,0,0,1,0,0,-0.375129908312091,-2.65155167994355,-9.21034037197618
"1062",1,0,1,-1.08358499756454,1,1,0,0,1,0,0,0,0.741937344729377,-1.33693293158217,-9.21034037197618
"1064",1,0,1,-0.183584997564539,5,1,0,0,0,0,0,1,1.05723458421413,-0.734802855828778,-9.21034037197618
"1065",1,1,1,0.316415002435461,1,1,0,0,0,0,0,1,2.27897864031837,0.45152137986685,-9.21034037197618
"1066",1,1,2,-1.28358499756454,5,1,0,0,0,0,0,1,1.25419052048655,-0.297496745840172,-9.21034037197618
"1067",1,0,2,-0.78358499756454,3,1,0,0,0,0,1,0,0.832909122935104,-0.956722177668493,-9.21034037197618
"1070",1,0,1,0.516415002435461,1,1,0,0,0,0,0,1,0.703345005536391,-1.96118452059452,-9.21034037197618
"1071",1,0,1,-0.58358499756454,3,1,0,0,0,0,1,0,1.88281820017502,-1.52123625660747,-9.21034037197618
"1072",1,0,1,-1.38358499756454,1,1,0,0,0,0,0,1,1.61009769472989,-0.839233237056499,-9.21034037197618
"1073",1,0,1,-1.48358499756454,1,1,0,0,0,0,0,1,2.5337206231978,0.193549948467131,-9.21034037197618
"1074",1,0,1,-2.38358499756454,1,0,1,0,0,1,0,0,0.8754687373539,-2.11106984466158,-9.21034037197618
"1076",1,1,1,1.41641500243546,1,1,0,0,0,0,1,0,1.98924327376169,0.453518492985873,-9.21034037197618
"1077",1,1,1,-1.08358499756454,1,0,1,0,1,0,0,0,1.64865862558738,-0.870361799985755,-9.21034037197618
"1081",1,0,1,-0.78358499756454,5,0,1,0,1,0,0,0,1.42474554749414,-0.384388777610527,-9.21034037197618
"1082",1,1,2,-1.58358499756454,4,1,0,0,0,0,0,1,1.48205898310427,-1.32113104770567,-9.21034037197618
"1083",1,0,1,-1.18358499756454,1,1,0,0,1,0,0,0,1.02317009350125,-0.84095137532834,-9.21034037197618
"1084",1,1,1,1.31641500243546,1,1,0,0,0,0,1,0,-1.51412773262978,-1.21582047833012,-9.21034037197618
"1085",1,1,1,-1.88358499756454,1,1,0,0,1,0,0,0,1.2255973004226,-1.52310733797126,-9.21034037197618
"1086",1,0,2,-2.18358499756454,5,1,0,0,0,0,1,0,-0.267095438843393,-1.94888124840303,-9.21034037197618
"1087",1,0,1,-0.483584997564539,5,1,0,0,0,0,1,0,1.19392246847243,-1.46339141150486,-9.21034037197618
"1089",1,1,2,-1.28358499756454,3,1,0,0,0,0,0,1,-0.22314355131421,-1.62438237673753,-9.21034037197618
"1090",1,1,1,-0.383584997564539,1,0,1,0,0,0,1,0,2.35236524315607,-0.174313709360523,-9.21034037197618
"1092",1,0,2,-1.18358499756454,1,1,0,0,0,0,1,0,1.89461685466776,-0.860304308713728,-9.21034037197618
"1094",1,1,2,-2.08358499756454,4,1,0,0,1,0,0,0,-1.03170158338548,-2.62370909862434,-9.21034037197618
"1095",1,1,2,-1.38358499756454,3,0,1,0,0,1,0,0,1.13783300182139,-0.822231333971483,-9.21034037197618
"1096",1,1,2,1.21641500243546,2,1,0,0,0,0,1,0,0.390148403996271,-1.93119396521963,-9.21034037197618
"1097",1,1,1,-1.28358499756454,1,0,1,0,0,0,1,0,0.955511445027436,-0.997365221651826,-9.21034037197618
"1098",1,1,1,1.11641500243546,1,1,0,0,1,0,0,0,0.182321556793955,-1.11458924319125,-9.21034037197618
"1099",1,1,2,-0.483584997564539,3,1,0,0,0,0,1,0,-1.6194882482876,-1.14350505755885,-9.21034037197618
"1100",1,0,2,-0.983584997564539,1,1,0,0,0,1,0,0,1.19737106069137,-0.364827125717103,-9.21034037197618
"1102",1,0,1,-2.38358499756454,5,0,0,1,0,0,0,1,0.255881759901983,-0.721958262414065,-9.21034037197618
"1103",1,0,1,-0.28358499756454,1,1,0,0,0,0,1,0,1.80843630127977,0.0656472812358549,-9.21034037197618
"1105",1,1,1,-0.28358499756454,4,1,0,0,0,0,1,0,-0.66689480941588,-0.899679466068958,-9.21034037197618
"1106",1,0,1,-1.48358499756454,1,1,0,0,0,0,0,1,1.02961941718116,-0.31491624540555,-9.21034037197618
"1107",1,0,2,-0.0835849975645395,1,1,0,0,0,0,1,0,1.61938824328727,-0.103898618084322,-9.21034037197618
"1108",1,0,1,-0.483584997564539,5,1,0,0,0,1,0,0,0.537545448465372,-1.08866690832224,-9.21034037197618
"1110",1,1,2,0.71641500243546,3,1,0,0,0,0,1,0,1.04380405217311,0.936681421521889,-9.21034037197618
"1113",1,0,1,-1.98358499756454,1,1,0,0,0,1,0,0,1.30291275218084,-0.277643732270227,-9.21034037197618
"1114",1,0,1,-0.58358499756454,1,1,0,0,0,0,1,0,1.70474809223843,0.0850761723551193,-9.21034037197618
"1115",1,0,1,-1.88358499756454,1,1,0,0,0,0,1,0,1.91418357031176,-0.281788367832894,-9.21034037197618
"1116",1,1,2,-1.38358499756454,3,1,0,0,0,0,1,0,1.10882661107508,-0.888517503403588,-9.21034037197618
"1117",1,1,1,1.41641500243546,1,1,0,0,0,1,0,0,1.4596377553441,-1.19688686896911,-9.21034037197618
"1118",1,0,1,-0.28358499756454,1,1,0,0,0,0,0,1,2.10169215061466,-0.56801344980318,-9.21034037197618
"1123",1,0,1,-1.78358499756454,5,1,0,0,0,1,0,0,1.53471436623816,-0.745809833143251,-9.21034037197618
"1124",1,1,2,-1.18358499756454,3,1,0,0,0,0,1,0,0.399983444538926,0.200836590791669,-9.21034037197618
"1125",1,1,1,0.016415002435461,1,0,1,0,0,0,0,1,-0.174353387144778,0.133000001461244,-9.21034037197618
"1126",1,1,1,-2.28358499756454,1,1,0,0,0,0,1,0,1.57897870494939,-0.300936188130197,-9.21034037197618
"1127",1,1,2,-0.58358499756454,1,1,0,0,0,0,0,1,1.1314021114911,-0.066032970604438,-9.21034037197618
"1128",1,0,2,-0.983584997564539,3,0,1,0,0,0,0,1,0.366654977321073,-0.740238788093796,-9.21034037197618
"1129",1,0,2,-2.18358499756454,1,0,1,0,0,1,0,0,0.578185162090264,-1.14402816266322,-9.21034037197618
"1130",1,0,1,0.41641500243546,1,0,1,0,0,1,0,0,2.19722457733622,-0.98479264354446,-9.21034037197618
"1133",1,0,2,-0.383584997564539,1,1,0,0,0,1,0,0,1.93227475096026,-0.102401929925319,-9.21034037197618
"1134",1,1,2,-0.683584997564539,3,1,0,0,0,0,1,0,1.21194097397511,-0.207003665339494,-9.21034037197618
"1135",1,0,2,1.21641500243546,2,0,1,0,1,0,0,0,0.936093359170335,-1.28455037723661,-9.21034037197618
"1136",1,0,2,-0.683584997564539,1,0,0,1,0,0,0,1,1.27536280041261,0.21022040602372,-9.21034037197618
"1140",1,0,2,1.31641500243546,2,1,0,0,1,0,0,0,1.77182883373918,-0.945161845377812,-9.21034037197618
"1142",1,0,1,-2.08358499756454,1,1,0,0,0,0,1,0,0.916290731874155,-0.925499679369894,-9.21034037197618
"1143",1,0,2,-0.983584997564539,3,1,0,0,0,1,0,0,0.0769610411361284,-1.34592046698162,-9.21034037197618
"1144",1,0,1,0.816415002435461,1,1,0,0,1,0,0,0,0.539996001065771,-1.62569433495362,-9.21034037197618
"1145",1,0,2,-1.58358499756454,5,0,1,0,0,0,1,0,1.16315080980568,-0.210227326047663,-9.21034037197618
"1146",1,1,1,-1.08358499756454,1,0,0,1,0,0,1,0,1.87180217690159,-1.45069068436806,-9.21034037197618
"1147",1,0,1,1.51641500243546,1,1,0,0,1,0,0,0,0.602346816233449,-2.08760815789823,-9.21034037197618
"1148",1,1,2,-0.78358499756454,1,1,0,0,0,0,0,1,2.41226426979589,-0.66689480941588,-9.21034037197618
"1150",1,1,1,0.516415002435461,1,0,0,1,0,0,1,0,2.07944154167984,0.410253624839962,-9.21034037197618
"1151",1,0,1,-0.183584997564539,1,1,0,0,0,0,0,1,2.5687881337687,0.297412995573467,-9.21034037197618
"1152",1,0,1,1.31641500243546,1,1,0,0,0,0,0,1,0.789002666203467,-0.130514997949144,-9.21034037197618
"1153",1,1,1,-0.383584997564539,1,0,1,0,0,0,0,1,1.95444505150515,-0.196898571099464,-9.21034037197618
"1154",1,0,2,0.016415002435461,1,1,0,0,0,1,0,0,1.64865862558738,-0.804637556593309,-9.21034037197618
"1157",1,1,1,-2.28358499756454,5,1,0,0,0,0,1,0,1.38629436111989,-1.64092857952547,-9.21034037197618
"1158",1,0,2,-1.68358499756454,5,1,0,0,1,0,0,0,-0.239272933244093,-2.57921737321529,-9.21034037197618
"1159",1,1,1,0.91641500243546,1,1,0,0,0,0,0,1,2.04122032885964,0.804636375935112,-9.21034037197618
"1160",1,0,2,-1.58358499756454,1,1,0,0,0,1,0,0,1.64865862558738,-1.32871750372855,-9.21034037197618
"1161",1,1,2,-1.18358499756454,3,1,0,0,0,1,0,0,0.651699990645772,-0.744019510933702,-9.21034037197618
"1162",1,1,2,1.21641500243546,1,1,0,0,0,0,0,1,-2.94503915923847,-1.57365256455052,-9.21034037197618
"1163",1,0,2,0.816415002435461,5,1,0,0,0,0,0,1,0.801194084643079,-1.22140157345427,-9.21034037197618
